label,cluster_no
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,4
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,3
pigeonpeas,5
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,5
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,5
mothbeans,5
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,1
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,7
lentil,4
lentil,4
lentil,7
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,5
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,7
lentil,7
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,4
mango,4
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,4
mango,5
mango,5
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,4
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,4
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,4
orange,3
orange,3
orange,3
orange,4
orange,4
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,4
orange,3
orange,3
orange,3
orange,4
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,4
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,4
orange,3
orange,3
orange,3
orange,4
orange,4
orange,3
orange,3
orange,3
orange,3
papaya,6
papaya,4
papaya,4
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,4
papaya,6
papaya,4
papaya,6
papaya,6
papaya,4
papaya,4
papaya,6
papaya,4
papaya,4
papaya,4
papaya,4
papaya,6
papaya,4
papaya,6
papaya,6
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,6
papaya,4
papaya,3
papaya,4
papaya,6
papaya,6
papaya,4
papaya,6
papaya,6
papaya,6
papaya,4
papaya,4
papaya,6
papaya,4
papaya,4
papaya,6
papaya,6
papaya,4
papaya,6
papaya,6
papaya,6
papaya,4
papaya,6
papaya,1
papaya,4
papaya,4
papaya,6
papaya,6
papaya,3
papaya,4
papaya,6
papaya,1
papaya,1
papaya,4
papaya,4
papaya,4
papaya,1
papaya,6
papaya,1
papaya,6
papaya,6
papaya,4
papaya,6
papaya,6
papaya,4
papaya,6
papaya,6
papaya,1
papaya,4
papaya,4
papaya,6
papaya,6
papaya,6
papaya,6
papaya,4
papaya,6
papaya,4
papaya,4
papaya,1
papaya,6
papaya,4
papaya,6
papaya,4
papaya,4
papaya,4
papaya,6
papaya,6
papaya,6
coconut,6
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,1
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
